time,gFx,gFy,gFz,TgF
30.418000,1.0846,-0.4594,0.1478,1.187
30.421000,1.0913,-0.4132,-0.2370,1.191
30.434000,1.3004,-0.8385,-0.2535,1.568
30.436000,1.4166,-1.2730,-0.3094,1.929
30.437000,1.2341,-1.4708,-0.2849,1.941
30.438000,0.9912,-1.4235,-0.0040,1.735
30.438000,0.9042,-0.9808,0.3446,1.378
30.446000,0.8862,-0.8027,0.1805,1.209
30.447000,0.7093,-0.3010,0.5442,0.943
30.453000,0.5187,-0.3362,0.2744,0.676
30.459000,0.4347,0.0243,0.5501,0.702
30.462000,0.3953,-0.4434,-0.2402,0.641
30.467000,0.1404,-0.1912,0.0239,0.238
30.472000,-0.2239,-0.2388,0.2834,0.433
30.478000,-0.3247,-0.4173,0.2221,0.573
30.482000,-0.1393,-0.5337,0.4065,0.685
30.488000,0.1296,-0.8711,0.2046,0.904
30.492000,0.1877,-1.2681,0.1909,1.296
30.498000,0.2117,-1.4460,0.2659,1.485
30.503000,0.2206,-1.5669,0.2631,1.604
30.512000,0.1195,-1.6626,0.3011,1.694
30.513000,0.1116,-1.6778,0.3485,1.717
30.519000,0.4021,-1.5243,0.3018,1.605
30.525000,0.7007,-1.3709,0.2680,1.563
30.542000,0.8403,-1.3164,0.2596,1.583
30.544000,0.8659,-1.3273,0.2474,1.604
30.547000,0.9147,-1.2908,0.2489,1.601
30.548000,1.0564,-1.2323,0.2389,1.641
30.550000,1.1853,-1.1894,0.2759,1.702
30.568000,1.2369,-1.1793,0.3196,1.739
30.572000,1.1818,-1.1923,0.3468,1.714
30.577000,1.0699,-1.1945,0.3093,1.633
30.579000,0.9080,-1.1465,0.2384,1.482
30.580000,0.7384,-1.0487,0.0380,1.283
30.585000,0.4239,-0.8953,-0.8115,1.280
30.586000,0.0305,-0.7554,-2.4273,2.542
30.589000,0.0024,-0.6411,-2.7255,2.800
30.595000,0.3073,-0.5454,-2.0633,2.156
30.598000,0.5849,-0.5707,-1.3583,1.585
30.602000,0.6853,-0.7102,-0.7196,1.221
30.613000,0.5978,-0.8168,-0.3933,1.086
30.614000,0.5195,-0.8700,-0.2034,1.033
30.618000,0.4261,-0.8968,-0.0910,0.997
30.622000,0.2359,-0.9560,-0.0325,0.985
30.634000,0.1454,-0.9910,-0.0507,1.003
30.635000,0.0140,-1.0257,-0.1102,1.032
30.638000,-0.1334,-1.0725,-0.1845,1.096
30.643000,-0.2129,-1.1182,-0.2500,1.165
30.647000,-0.2487,-1.1570,-0.2737,1.215
30.652000,-0.2409,-1.1658,-0.2199,1.211
30.659000,-0.1959,-1.1965,-0.1705,1.224
30.662000,-0.1168,-1.2626,-0.1660,1.279
30.667000,0.0478,-1.3117,-0.1074,1.317
30.672000,0.2174,-1.2859,0.0676,1.306
30.679000,0.3947,-1.2449,0.2095,1.323
30.682000,0.4956,-1.2262,0.3095,1.358
30.689000,0.5330,-1.2006,0.2944,1.346
30.698000,0.6579,-1.1144,0.2647,1.321
30.702000,0.6808,-1.0014,0.2671,1.240
30.706000,0.5746,-0.9766,0.2678,1.164
30.709000,0.4195,-1.0547,0.2321,1.159
30.719000,0.3594,-1.0716,0.1627,1.142
30.720000,0.3379,-1.0200,0.1705,1.088
30.722000,0.3249,-0.9861,0.1706,1.052
30.747000,0.3094,-1.0381,0.1099,1.089
30.748000,0.1764,-1.1132,0.1463,1.137
30.749000,0.1246,-1.1137,0.2097,1.140
30.749000,0.1349,-1.0523,0.2825,1.098
30.750000,0.1233,-0.9941,0.3453,1.060
30.759000,0.0572,-0.9927,0.3417,1.051
30.760000,0.0162,-1.0128,0.2577,1.045
30.763000,0.0215,-1.0123,0.1979,1.032
30.768000,0.0436,-1.0062,0.0870,1.011
30.772000,0.1203,-0.9981,-0.0187,1.006
30.778000,0.2945,-0.9489,-0.1290,1.002
30.782000,0.4284,-0.8882,-0.1831,1.003
30.788000,0.4963,-0.8404,-0.2156,1.000
30.804000,0.5122,-0.8597,-0.2416,1.029
30.809000,0.4779,-0.9207,-0.1895,1.054
30.813000,0.5183,-0.8799,-0.1007,1.026
30.814000,0.5229,-0.7878,-0.0250,0.946
30.831000,0.4417,-0.7701,0.0136,0.888
30.832000,0.2923,-0.8089,0.0359,0.861
30.832000,0.1474,-0.8398,0.0904,0.857
30.833000,0.0727,-0.8414,0.1130,0.852
30.834000,0.0227,-0.8023,0.1071,0.810
30.838000,0.0439,-0.7269,0.0617,0.731
30.843000,0.1768,-0.5912,-0.0158,0.617
30.847000,0.2888,-0.4744,-0.1000,0.564
30.852000,0.3517,-0.3993,-0.1623,0.556
30.861000,0.2331,-0.4787,-0.2118,0.573
30.863000,-0.0464,-0.6986,-0.2235,0.735
30.868000,-0.1146,-0.8029,-0.1797,0.831
30.872000,-0.1278,-0.8882,-0.1435,0.909
30.878000,-0.2592,-1.1129,-0.0545,1.144
30.882000,-0.2663,-1.2752,0.1753,1.314
30.888000,-0.2083,-1.3660,0.3575,1.427
30.900000,-0.1510,-1.3630,0.3864,1.425
30.903000,-0.1220,-1.3360,0.3673,1.391
30.905000,-0.0409,-1.2764,0.2681,1.305
30.924000,0.1015,-1.1612,0.1721,1.178
30.926000,0.2283,-1.0387,0.1181,1.070
30.939000,0.3688,-0.9076,-0.0017,0.980
30.940000,0.4738,-0.8220,-0.1384,0.959
30.941000,0.4720,-0.7775,-0.1750,0.926
30.941000,0.4247,-0.7619,-0.2511,0.908
30.942000,0.3689,-0.7989,-0.3180,0.936
30.942000,0.2791,-0.8705,-0.3905,0.994
30.948000,0.1693,-0.9434,-0.4038,1.040
30.952000,0.0281,-1.0236,-0.3828,1.093
30.959000,-0.0486,-1.0640,-0.3518,1.122
30.963000,-0.0931,-1.1072,-0.3116,1.154
30.967000,-0.1126,-1.1542,-0.2671,1.190
30.972000,-0.0915,-1.1811,-0.2003,1.201
30.978000,-0.0257,-1.2242,-0.1413,1.233
30.982000,0.0457,-1.2730,-0.0718,1.276
30.986000,0.0941,-1.3138,-0.0143,1.317
30.995000,0.1030,-1.3386,0.0324,1.343
30.998000,0.0781,-1.3377,0.0398,1.341
31.002000,0.0321,-1.3295,0.0224,1.330
31.007000,-0.0365,-1.3239,-0.0138,1.324
31.019000,-0.1022,-1.3344,-0.0530,1.339
31.020000,-0.2205,-1.4093,-0.0851,1.429
31.022000,-0.2882,-1.4748,-0.0632,1.504
31.029000,-0.3270,-1.5487,0.0508,1.584
31.034000,-0.3964,-1.6518,0.1270,1.703
31.038000,-0.3679,-1.6664,0.1627,1.714
31.046000,-0.2564,-1.5758,0.1168,1.601
31.047000,-0.1419,-1.5245,0.0419,1.532
31.052000,-0.0930,-1.5401,-0.0116,1.543
31.059000,-0.0613,-1.5914,-0.0233,1.593
31.062000,0.0393,-1.5092,-0.1284,1.515
31.067000,0.0849,-1.4259,-0.1433,1.436
31.071000,0.1532,-1.4100,-0.1131,1.423
31.078000,0.2083,-1.4486,-0.0774,1.466
31.082000,0.2543,-1.4173,0.0155,1.440
31.087000,0.2926,-1.5091,0.0040,1.537
31.094000,0.3338,-1.5170,0.0005,1.553
31.098000,0.3309,-1.5604,-0.0263,1.595
31.102000,0.1975,-1.6426,-0.0470,1.655
31.107000,0.1801,-1.5213,0.0206,1.532
31.148000,0.1517,-1.4660,0.0712,1.476
31.149000,0.1069,-1.4346,-0.0214,1.439
31.150000,-0.0589,-1.3928,-0.0623,1.395
31.151000,0.0158,-1.3052,0.0084,1.305
31.151000,0.0860,-1.2329,0.1278,1.242
31.152000,0.0751,-1.1945,0.1148,1.202
31.153000,-0.0192,-1.2014,0.1432,1.210
31.153000,-0.0322,-1.1663,0.2667,1.197
31.154000,0.0242,-1.1481,0.2939,1.185
31.183000,0.1074,-1.1622,0.3473,1.218
31.184000,0.1825,-1.1826,0.3044,1.235
31.187000,0.2825,-1.0929,-0.0078,1.129
31.188000,0.2509,-1.0420,-0.3843,1.139
31.188000,0.0773,-1.0538,-0.3016,1.099
31.189000,-0.1959,-0.9698,-0.4957,1.107
31.189000,-0.3368,-0.8421,-0.5686,1.070
31.198000,-0.2465,-0.7884,-0.5071,0.969
31.199000,-0.2469,-0.9182,-0.4470,1.051
31.202000,-0.4043,-1.1306,-0.3764,1.258
31.211000,-0.5607,-1.2419,-0.1834,1.375
31.213000,-0.6312,-1.2065,0.0785,1.364
31.219000,-0.5949,-1.0638,0.4727,1.307
31.222000,-0.5364,-0.9313,0.6365,1.249
31.227000,-0.4379,-0.8539,0.6378,1.152
31.232000,-0.3792,-0.8107,0.5282,1.039
31.238000,-0.3453,-0.7853,0.3440,0.924
31.242000,-0.3608,-0.7595,0.1553,0.855
31.247000,-0.4367,-0.7333,-0.1020,0.860
31.252000,-0.5058,-0.7146,-0.3213,0.933
31.258000,-0.6279,-0.7261,-0.4540,1.062
31.262000,-0.8286,-0.7683,-0.6176,1.288
31.268000,-0.9556,-0.7465,-0.5441,1.329
31.274000,-1.0652,-0.6893,-0.4066,1.332
31.278000,-1.1059,-0.6117,-0.2138,1.282
31.282000,-1.1842,-0.5463,0.0230,1.304
31.287000,-1.2153,-0.5107,0.1560,1.327
31.292000,-1.0808,-0.4807,0.2436,1.208
31.298000,-1.2049,-0.5461,-0.0005,1.323
31.303000,-1.6706,-0.6179,-0.1231,1.785
31.307000,-1.8711,-0.5719,0.0294,1.957
31.312000,-1.7817,-0.4902,0.1877,1.857
31.318000,-1.6106,-0.4344,0.2623,1.689
31.322000,-1.4293,-0.3905,0.3379,1.520
31.328000,-1.3299,-0.3832,0.3917,1.438
31.333000,-1.2513,-0.3997,0.4376,1.385
31.339000,-1.1640,-0.4345,0.4752,1.330
31.370000,-1.0581,-0.4737,0.5115,1.267
31.371000,-0.9053,-0.5063,0.5483,1.173
31.372000,-0.7909,-0.5151,0.5487,1.092
31.372000,-0.7112,-0.5248,0.5438,1.038
31.373000,-0.6583,-0.5370,0.5502,1.012
31.374000,-0.6084,-0.5439,0.5745,0.998
31.374000,-0.5615,-0.5349,0.6146,0.990
31.381000,-0.5056,-0.5115,0.6695,0.983
31.382000,-0.4432,-0.4686,0.7418,0.983
31.387000,-0.3915,-0.3928,0.8598,1.023
31.392000,-0.4087,-0.3683,0.9624,1.109
31.398000,-0.3921,-0.4027,1.0294,1.173
31.402000,-0.3575,-0.4450,1.0576,1.202
31.408000,-0.3227,-0.4818,1.0415,1.192
31.413000,-0.2747,-0.5328,0.9914,1.159
31.428000,-0.2116,-0.5679,0.9380,1.117
31.428000,-0.1184,-0.5738,0.8861,1.062
31.429000,-0.0232,-0.5446,0.8286,0.992
31.432000,0.0699,-0.4727,0.7599,0.898
31.438000,0.1191,-0.4301,0.7252,0.852
31.443000,0.1474,-0.4175,0.7341,0.857
31.448000,0.1511,-0.4325,0.7901,0.913
31.452000,0.1346,-0.4764,0.8762,1.006
31.458000,0.0843,-0.5150,0.9831,1.113
31.462000,0.0492,-0.5474,1.0304,1.168
31.467000,0.0321,-0.5608,1.0437,1.185
31.472000,0.0259,-0.5599,1.0309,1.173
31.478000,0.0200,-0.5487,0.9962,1.137
31.482000,0.0242,-0.5380,0.9549,1.096
31.487000,0.0266,-0.5218,0.8979,1.039
31.498000,0.0376,-0.4962,0.8316,0.969
31.499000,0.0497,-0.4594,0.7725,0.900
31.502000,0.0272,-0.4555,0.8115,0.931
31.507000,-0.0050,-0.4670,0.8661,0.984
31.512000,-0.0204,-0.4930,0.9016,1.028
31.518000,-0.0062,-0.5220,0.9236,1.061
31.522000,0.0076,-0.5430,0.9394,1.085
31.528000,-0.0033,-0.5491,0.9567,1.103
31.532000,-0.0112,-0.5466,0.9624,1.107
31.538000,-0.0103,-0.5376,0.9446,1.087
31.543000,-0.0088,-0.5115,0.8658,1.006
31.547000,-0.0213,-0.4792,0.7873,0.922
31.552000,-0.0501,-0.4395,0.7273,0.851
31.557000,-0.0912,-0.3964,0.6848,0.796
31.562000,-0.1428,-0.3362,0.6513,0.747
31.567000,-0.1797,-0.2913,0.6379,0.724
31.571000,-0.2146,-0.2669,0.6401,0.726
31.577000,-0.2559,-0.2635,0.6630,0.758
31.584000,-0.2930,-0.2773,0.6843,0.794
31.587000,-0.3231,-0.3109,0.6798,0.814
31.593000,-0.3334,-0.3346,0.6578,0.810
31.597000,-0.3357,-0.3431,0.6413,0.801
31.601000,-0.3301,-0.3368,0.6304,0.787
31.606000,-0.3088,-0.3111,0.6135,0.754
31.611000,-0.2850,-0.2720,0.5984,0.716
31.617000,-0.2553,-0.2416,0.5648,0.665
31.621000,-0.2294,-0.2260,0.5413,0.630
31.627000,-0.2350,-0.2118,0.5641,0.647
31.632000,-0.2634,-0.1892,0.6318,0.710
31.637000,-0.2759,-0.1683,0.6762,0.750
31.643000,-0.2850,-0.1520,0.7190,0.788
31.646000,-0.2904,-0.1357,0.7642,0.829
31.651000,-0.2863,-0.1124,0.8104,0.867
31.657000,-0.2745,-0.1142,0.8196,0.872
31.661000,-0.2707,-0.1333,0.8040,0.859
31.666000,-0.2682,-0.1644,0.7721,0.834
31.671000,-0.2825,-0.1939,0.7443,0.819
31.677000,-0.2952,-0.2038,0.7333,0.816
31.681000,-0.2978,-0.2144,0.7202,0.808
31.687000,-0.2915,-0.2349,0.7080,0.801
31.692000,-0.2832,-0.2449,0.7037,0.797
31.697000,-0.3087,-0.2185,0.7522,0.842
31.701000,-0.3516,-0.1825,0.8080,0.900
31.706000,-0.3939,-0.1482,0.8523,0.951
31.712000,-0.4180,-0.1268,0.8817,0.984
31.717000,-0.4240,-0.1268,0.8863,0.991
31.721000,-0.4150,-0.1472,0.8554,0.962
31.727000,-0.3933,-0.1708,0.8102,0.917
31.731000,-0.6253,-0.2483,0.9103,1.132
31.737000,-1.1600,-0.3327,1.2557,1.742
31.741000,-0.8110,-0.2199,1.0738,1.364
31.747000,-0.8091,-0.1796,1.0523,1.340
31.751000,-0.9174,-0.1759,1.0731,1.423
31.757000,-0.8702,-0.1703,1.0161,1.349
31.761000,-0.6929,-0.1759,0.9385,1.180
31.766000,-0.5531,-0.1761,0.8515,1.031
31.771000,-0.4485,-0.1250,0.7837,0.912
31.777000,-0.3248,-0.0250,0.7005,0.773
31.781000,-0.2351,0.0222,0.5733,0.620
31.786000,-0.1413,0.0552,0.5130,0.535
31.792000,-0.0225,0.1140,0.4810,0.495
31.797000,0.0596,0.1770,0.5102,0.543
31.801000,0.0985,0.2290,0.6077,0.657
31.806000,0.1073,0.2565,0.7560,0.806
31.811000,0.0912,0.2537,0.8871,0.927
31.817000,0.0428,0.2311,1.0120,1.039
31.821000,-0.0364,0.1983,1.1287,1.147
31.826000,-0.1512,0.1555,1.2274,1.246
31.831000,-0.2218,0.1224,1.2151,1.241
31.837000,-0.2720,0.1044,1.1671,1.203
31.843000,-0.2877,0.1024,1.1219,1.163
31.847000,-0.2835,0.1049,1.0786,1.120
31.851000,-0.2891,0.1075,1.0307,1.076
31.857000,-0.2885,0.1224,0.9434,0.994
31.861000,-0.2747,0.1589,0.8359,0.894
31.866000,-0.2800,0.1823,0.7300,0.803
31.871000,-0.3031,0.1910,0.6196,0.716
31.877000,-0.2899,0.1989,0.5501,0.653
31.881000,-0.2603,0.1987,0.5039,0.601
31.886000,-0.2299,0.1912,0.5050,0.587
31.891000,-0.1936,0.1865,0.5545,0.616
31.898000,-0.1704,0.1948,0.6174,0.669
31.901000,-0.1571,0.2060,0.6823,0.730
31.906000,-0.1584,0.2155,0.7462,0.793
31.911000,-0.1652,0.2165,0.8098,0.854
31.932000,-0.1692,0.2116,0.8862,0.927
31.933000,-0.1709,0.2049,0.9329,0.970
31.933000,-0.1761,0.1913,0.9620,0.996
31.933000,-0.1851,0.1687,0.9577,0.990
31.937000,-0.2177,0.1666,0.9280,0.968
31.941000,-0.2483,0.1829,0.8967,0.948
31.946000,-0.2703,0.2100,0.8708,0.936
31.951000,-0.2778,0.2375,0.8449,0.921
31.957000,-0.2520,0.2538,0.8182,0.893
31.961000,-0.2260,0.2541,0.8200,0.888
31.966000,-0.1972,0.2409,0.8344,0.891
31.971000,-0.1875,0.2262,0.8592,0.908
31.977000,-0.1631,0.2027,0.8971,0.934
31.981000,-0.1418,0.1764,0.9442,0.971
31.986000,-0.1383,0.1691,0.9830,1.007
31.991000,-0.1455,0.1680,1.0192,1.043
31.997000,-0.1571,0.1693,1.0514,1.076
32.001000,-0.1680,0.1720,1.0669,1.094
32.006000,-0.1794,0.1711,1.0743,1.103
32.011000,-0.1856,0.1728,1.0765,1.106
32.017000,-0.1826,0.1805,1.0652,1.096
32.021000,-0.1727,0.1932,1.0382,1.070
32.026000,-0.1667,0.1987,1.0102,1.043
32.031000,-0.1609,0.1995,0.9794,1.012
32.037000,-0.1501,0.1972,0.9477,0.980
32.041000,-0.1325,0.1913,0.9231,0.952
32.046000,-0.1129,0.1832,0.9099,0.935
32.051000,-0.0982,0.1769,0.9172,0.939
32.057000,-0.0865,0.1732,0.9361,0.956
32.061000,-0.0765,0.1672,0.9670,0.984
32.066000,-0.0711,0.1534,1.0186,1.033
32.071000,-0.0744,0.1419,1.0620,1.074
32.077000,-0.0836,0.1318,1.0856,1.097
32.081000,-0.0931,0.1311,1.0982,1.110
32.086000,-0.0993,0.1317,1.0994,1.112
32.091000,-0.0986,0.1383,1.0806,1.094
32.097000,-0.0890,0.1482,1.0460,1.060
32.102000,-0.0768,0.1620,1.0057,1.022
32.107000,-0.0662,0.1802,0.9479,0.967
32.112000,-0.0569,0.2070,0.8619,0.888
32.118000,-0.0464,0.2261,0.7961,0.829
32.122000,-0.0314,0.2432,0.7421,0.782
32.127000,-0.0213,0.2485,0.6874,0.731
32.132000,-0.0231,0.2460,0.6320,0.679
32.138000,-0.0354,0.2266,0.6056,0.648
32.142000,-0.0608,0.2013,0.5944,0.631
32.147000,-0.0974,0.1768,0.6005,0.634
32.152000,-0.1406,0.1644,0.6177,0.655
32.158000,-0.1846,0.1656,0.6481,0.694
32.162000,-0.2042,0.1730,0.6810,0.732
32.167000,-0.2141,0.1750,0.7340,0.784
32.172000,-0.2190,0.1617,0.7995,0.845
32.179000,-0.2100,0.1589,0.8735,0.912
32.182000,-0.1914,0.1586,0.9295,0.962
32.187000,-0.1862,0.1601,0.9725,1.003
32.192000,-0.1859,0.1575,0.9958,1.025
32.200000,-0.1771,0.1511,0.9968,1.024
32.202000,-0.1656,0.1417,0.9918,1.015
32.207000,-0.1619,0.1372,0.9881,1.011
32.212000,-0.1639,0.1419,0.9734,0.997
32.218000,-0.1632,0.1564,0.9500,0.976
32.222000,-0.1510,0.1708,0.9317,0.959
32.228000,-0.1384,0.1802,0.9325,0.960
32.232000,-0.1253,0.1893,0.9519,0.979
32.238000,-0.1162,0.1940,0.9729,0.999
32.242000,-0.1105,0.1823,0.9923,1.015
32.248000,-0.1069,0.1598,1.0065,1.025
32.252000,-0.1064,0.1471,1.0139,1.030
32.258000,-0.1211,0.1435,1.0177,1.035
32.262000,-0.1308,0.1440,1.0261,1.044
32.267000,-0.1449,0.1444,1.0352,1.055
32.273000,-0.1567,0.1443,1.0404,1.062
32.278000,-0.1698,0.1429,1.0403,1.064
32.282000,-0.1816,0.1443,1.0368,1.062
32.288000,-0.1920,0.1438,1.0365,1.064
32.295000,-0.1910,0.1401,1.0405,1.067
32.299000,-0.1834,0.1314,1.0399,1.064
32.303000,-0.1720,0.1237,1.0374,1.059
32.310000,-0.1543,0.1168,1.0373,1.055
32.312000,-0.1316,0.1091,1.0444,1.058
32.318000,-0.1094,0.1068,1.0559,1.067
32.322000,-0.0870,0.1043,1.0605,1.069
32.331000,-0.0718,0.1071,1.0586,1.066
32.332000,-0.0586,0.1143,1.0477,1.056
32.424000,-0.1052,0.1443,1.0679,1.083
32.424000,-0.1096,0.1399,1.0883,1.103
32.425000,-0.0988,0.1330,1.1024,1.115
32.425000,-0.0847,0.1283,1.1007,1.111
32.426000,-0.0728,0.1292,1.0892,1.099
32.426000,-0.0688,0.1327,1.0759,1.086
32.427000,-0.0683,0.1367,1.0677,1.079
32.427000,-0.0695,0.1390,1.0629,1.074
32.428000,-0.0702,0.1399,1.0511,1.063
32.428000,-0.0693,0.1406,1.0235,1.035
32.429000,-0.0677,0.1411,0.9999,1.012
32.435000,-0.0622,0.1386,0.9732,0.985
32.438000,-0.0614,0.1350,0.9413,0.953
32.442000,-0.0823,0.1277,0.9033,0.916
32.452000,-0.1015,0.1241,0.8782,0.893
32.453000,-0.1169,0.1274,0.8564,0.874
32.464000,-0.1175,0.1338,0.8418,0.860
32.464000,-0.1096,0.1335,0.8473,0.865
32.469000,-0.0971,0.1322,0.8789,0.894
32.472000,-0.0823,0.1352,0.9177,0.931
32.482000,-0.0776,0.1383,0.9558,0.969
32.482000,-0.0735,0.1386,0.9949,1.007
32.487000,-0.0558,0.1311,1.0293,1.039
32.492000,-0.0376,0.1212,1.0464,1.054
32.498000,-0.0238,0.1114,1.0587,1.065
32.501000,-0.0224,0.1013,1.0666,1.072
32.506000,-0.0352,0.0909,1.0718,1.076
32.512000,-0.0496,0.0889,1.0770,1.082
32.517000,-0.0660,0.0919,1.0861,1.092
32.521000,-0.0770,0.1000,1.0917,1.099
32.531000,-0.0853,0.1082,1.0721,1.081
32.532000,-0.0886,0.1091,1.0398,1.049
32.537000,-0.0950,0.1086,0.9995,1.010
32.541000,-0.1008,0.1083,0.9523,0.964
32.547000,-0.1021,0.1099,0.9165,0.929
32.551000,-0.0888,0.1160,0.8818,0.894
32.557000,-0.0655,0.1256,0.8711,0.883
32.563000,-0.0316,0.1405,0.8817,0.893
32.566000,-0.0017,0.1554,0.9086,0.922
32.571000,0.0214,0.1692,0.9368,0.952
32.595000,0.0216,0.1708,0.9566,0.972
32.596000,0.0111,0.1708,0.9786,0.993
32.597000,-0.0011,0.1691,0.9927,1.007
32.597000,-0.0089,0.1669,1.0017,1.015
32.598000,-0.0215,0.1655,1.0092,1.023
32.602000,-0.0308,0.1648,1.0037,1.018
32.606000,-0.0408,0.1652,0.9912,1.006
32.613000,-0.0456,0.1643,0.9787,0.993
32.618000,-0.0498,0.1572,0.9661,0.980
32.621000,-0.0502,0.1526,0.9656,0.979
32.626000,-0.0511,0.1463,0.9695,0.982
32.632000,-0.0520,0.1388,0.9703,0.982
32.637000,-0.0496,0.1328,0.9708,0.981
32.641000,-0.0491,0.1279,0.9732,0.983
32.647000,-0.0584,0.1236,0.9787,0.988
32.651000,-0.0573,0.1215,0.9854,0.995
32.657000,-0.0484,0.1240,0.9897,0.999
32.662000,-0.0365,0.1379,0.9940,1.004
32.666000,-0.0324,0.1527,1.0102,1.022
32.671000,-0.0311,0.1625,1.0227,1.036
32.681000,-0.0266,0.1688,1.0290,1.043
32.682000,-0.0129,0.1737,1.0245,1.039
32.687000,0.0016,0.1755,1.0203,1.035
32.692000,0.0118,0.1785,1.0126,1.028
32.699000,0.0184,0.1770,1.0113,1.027
32.701000,0.0300,0.1763,1.0103,1.026
32.707000,0.0346,0.1735,1.0167,1.032
32.713000,0.0364,0.1697,1.0280,1.043
32.717000,0.0274,0.1628,1.0423,1.055
32.721000,0.0148,0.1577,1.0585,1.070
32.726000,0.0042,0.1555,1.0837,1.095
32.732000,0.0018,0.1554,1.0967,1.108
32.737000,0.0001,0.1583,1.1002,1.112
32.741000,-0.0037,0.1627,1.0930,1.105
32.747000,-0.0093,0.1663,1.0764,1.089
32.751000,-0.0166,0.1698,1.0532,1.067
32.757000,-0.0235,0.1711,1.0269,1.041
32.764000,-0.0308,0.1733,1.0068,1.022
32.767000,-0.0387,0.1799,0.9893,1.006
32.771000,-0.0459,0.1852,0.9670,0.986
32.780000,-0.0456,0.1884,0.9467,0.966
32.782000,-0.0406,0.1892,0.9238,0.944
32.787000,-0.0357,0.1892,0.9008,0.921
32.791000,-0.0255,0.1867,0.8666,0.887
32.800000,-0.0159,0.1890,0.8427,0.864
32.803000,0.0016,0.1945,0.8153,0.838
32.807000,0.0153,0.2086,0.7950,0.822
32.819000,0.0283,0.2260,0.7765,0.809
32.820000,0.0259,0.2373,0.7606,0.797
32.822000,0.0167,0.2442,0.7460,0.785
32.826000,-0.0032,0.2487,0.7354,0.776
32.832000,-0.0348,0.2505,0.7454,0.787
32.838000,-0.0898,0.2524,0.7880,0.832
32.844000,-0.1500,0.2537,0.8497,0.899
32.849000,-0.2058,0.2522,0.9153,0.971
32.855000,-0.2511,0.2460,0.9754,1.037
32.867000,-0.2818,0.2388,1.0388,1.103
32.872000,-0.2860,0.2345,1.0844,1.146
32.874000,-0.2784,0.2328,1.1168,1.174
32.877000,-0.2601,0.2340,1.1319,1.185
32.880000,-0.2310,0.2358,1.1187,1.166
32.885000,-0.1807,0.2388,1.0806,1.121
32.890000,-0.1399,0.2427,1.0439,1.081
32.896000,-0.1070,0.2475,1.0095,1.045
32.899000,-0.0869,0.2538,0.9784,1.015
32.907000,-0.0806,0.2625,0.9384,0.978
32.908000,-0.0820,0.2671,0.9166,0.958
32.930000,-0.0790,0.2736,0.9064,0.950
32.931000,-0.0793,0.2762,0.9080,0.952
32.932000,-0.0897,0.2762,0.9169,0.962
32.932000,-0.1113,0.2748,0.9323,0.978
32.933000,-0.1404,0.2713,0.9563,1.004
32.938000,-0.1766,0.2691,0.9838,1.035
32.942000,-0.2128,0.2651,1.0103,1.066
32.948000,-0.2414,0.2635,1.0460,1.105
32.952000,-0.2425,0.2674,1.0538,1.114
32.969000,-0.2400,0.2734,1.0357,1.098
32.969000,-0.2422,0.2822,1.0014,1.068
32.970000,-0.2582,0.2944,0.9439,1.022
32.973000,-0.2697,0.3022,0.9032,0.990
32.985000,-0.2670,0.3100,0.8662,0.958
32.986000,-0.2526,0.3165,0.8324,0.926
32.988000,-0.2338,0.3192,0.8074,0.899
32.992000,-0.2089,0.3227,0.7969,0.885
33.001000,-0.1926,0.3291,0.8017,0.888
33.004000,-0.1779,0.3316,0.8118,0.895
33.007000,-0.1703,0.3299,0.8309,0.910
33.036000,-0.1727,0.3258,0.8639,0.939
33.039000,-0.1785,0.3193,0.8907,0.963
33.040000,-0.1814,0.3131,0.9108,0.980
33.041000,-0.1794,0.3077,0.9240,0.990
33.043000,-0.1695,0.3043,0.9188,0.983
33.044000,-0.1603,0.3020,0.9055,0.968
33.045000,-0.1512,0.3018,0.8921,0.954
33.049000,-0.1478,0.3037,0.8833,0.946
33.052000,-0.1540,0.3044,0.8918,0.955
33.058000,-0.1660,0.3003,0.9148,0.977
33.065000,-0.1802,0.2939,0.9352,0.997
33.068000,-0.1898,0.2895,0.9653,1.025
33.072000,-0.1947,0.2864,0.9919,1.051
33.082000,-0.2024,0.2824,1.0180,1.076
33.084000,-0.1951,0.2816,1.0291,1.085
33.088000,-0.1748,0.2833,1.0156,1.069
33.092000,-0.1482,0.2855,0.9874,1.038
33.107000,-0.1257,0.2893,0.9512,1.002
33.109000,-0.1179,0.2934,0.9249,0.978
33.150000,-0.1226,0.2965,0.9054,0.961
33.151000,-0.1352,0.3015,0.8911,0.950
33.154000,-0.1543,0.3078,0.8780,0.943
33.155000,-0.1619,0.3165,0.8430,0.915
33.156000,-0.1517,0.3332,0.6931,0.784
33.157000,-0.2274,0.3472,0.6310,0.755
33.159000,-0.3067,0.3397,0.6751,0.816
33.160000,-0.3657,0.3250,0.7639,0.907
33.161000,-0.3859,0.3139,0.8313,0.969
33.164000,-0.3854,0.3083,0.8800,1.009
33.165000,-0.3737,0.3083,0.9182,1.038
33.166000,-0.3547,0.3111,0.9560,1.066
33.169000,-0.3408,0.3171,0.9925,1.096
33.172000,-0.3546,0.3298,0.9824,1.095
33.187000,-0.3313,0.3406,0.9545,1.066
33.188000,-0.2835,0.3486,0.9281,1.031
33.217000,-0.2310,0.3517,0.9008,0.994
33.217000,-0.2068,0.3487,0.8837,0.972
33.218000,-0.1962,0.3420,0.8711,0.956
